ASN,ConnectionType,CountryCode,DNSResolver,IPAddress,Network,ProbeID,TestDateTime,IPTarget,rtt1,rtt2,rtt3,avg_rtt
8452,WIFI,EG,163.121.128.206,156.223.201.240,TE Data,7abac247-6e0c-49ad-bdff-a796ee77d29f,/Date(1561311887979+0000)/,8.8.8.8,449,111,201,253
8452,WIFI,EG,156.200.40.66,197.32.174.165,TE Data,f87ea5a0-0848-484f-a64c-ca212f775c4d,/Date(1561311890090+0000)/,8.8.8.8,82,85,86,84
8452,WIFI,EG,156.200.40.42,156.212.178.18,TE Data,5fcec0e0-8343-4130-8884-60971ef7d85a,/Date(1561311890435+0000)/,8.8.8.8,474,138,72,228
8452,WIFI,EG,,156.204.161.178,TE Data,dc567cfe-93f6-489e-a53f-d11de54d3726,/Date(1561311890587+0000)/,8.8.8.8,56,57,723,278
24863,WIFI,EG,45.240.0.2,45.242.84.32,Link Egypt,22f77c74-1a5c-45ed-9ebf-4df03cd07757,/Date(1561311890983+0000)/,8.8.8.8,249,126,297,224
8452,WIFI,EG,,41.235.36.188,TE Data,3f65e197-9d08-4864-b561-e822e16e862f,/Date(1561311892076+0000)/,8.8.8.8,49,50,66,55
8452,WIFI,EG,156.208.250.0,156.209.198.82,TE Data,3d7bc062-97fd-44fc-aa20-ae0ab5e39181,/Date(1561311893059+0000)/,8.8.8.8,67,82,62,70
8452,WIFI,EG,163.121.128.214,41.238.165.213,TE Data,c54ad809-0ec5-4889-a7f4-2f6dc4095309,/Date(1561311896634+0000)/,8.8.8.8,76,75,77,76
8452,WIFI,EG,,41.235.36.188,TE Data,3f65e197-9d08-4864-b561-e822e16e862f,/Date(1561311887526+0000)/,9.9.9.9,74,74,87,78
24835,WIFI,EG,173.194.170.11,41.69.158.129,Vodafone Egypt,a13e6fd7-cdeb-40dc-bc4f-45174f90eb15,/Date(1561311887529+0000)/,9.9.9.9,47,44,60,50
36992,WIFI,EG,62.140.102.102,154.237.79.16,Etisalat Misr,33b0a652-d974-4b49-acd3-719ec5fc2ae5,/Date(1561311888818+0000)/,9.9.9.9,85,118,117,106
24863,WIFI,EG,45.240.0.2,45.242.84.32,Link Egypt,22f77c74-1a5c-45ed-9ebf-4df03cd07757,/Date(1561311890135+0000)/,9.9.9.9,279,281,349,303
8452,WIFI,EG,163.121.128.206,156.221.81.178,TE Data,5f7a0c6b-16f8-4ad4-abf5-e6d03be3a15d,/Date(1561311890352+0000)/,9.9.9.9,78,77,96,83
8452,WIFI,EG,,156.204.161.178,TE Data,dc567cfe-93f6-489e-a53f-d11de54d3726,/Date(1561311890448+0000)/,9.9.9.9,70,70,88,76
36992,WIFI,EG,62.140.102.102,154.237.43.35,Etisalat Misr,3786bbad-63b8-4b63-97c4-1641ddf34ced,/Date(1561311890747+0000)/,9.9.9.9,97,112,94,101
24863,WIFI,EG,45.240.6.2,45.243.28.12,Link Egypt,1c4c35aa-2fec-4ac1-93b3-7b1d2339b372,/Date(1561311892929+0000)/,9.9.9.9,148,95,91,111
8452,WIFI,EG,156.208.250.0,156.209.198.82,TE Data,3d7bc062-97fd-44fc-aa20-ae0ab5e39181,/Date(1561311893039+0000)/,9.9.9.9,89,89,88,88
8452,Unknown,EG,,196.218.127.141,TE Data,0ad62192-a48a-406b-9c07-d0e84862d561,/Date(1561311894951+0000)/,9.9.9.9,81,82,81,81
29571,Wireless80211,CI,154.68.9.20,154.68.5.154,Orange Cote d'Ivoire,cf6b7c20-b7a0-4397-862c-1e14f9f278b4,/Date(1561311888634+0000)/,1.1.1.1,95,98,107,100
29571,Wireless80211,CI,154.68.9.20,154.68.5.154,Orange Cote d'Ivoire,cf6b7c20-b7a0-4397-862c-1e14f9f278b4,/Date(1561311892670+0000)/,8.8.8.8,163,192,152,169
29571,Wireless80211,CI,154.68.9.20,154.68.5.154,Orange Cote d'Ivoire,cf6b7c20-b7a0-4397-862c-1e14f9f278b4,/Date(1561311896123+0000)/,9.9.9.9,36,40,39,38
29614,Wireless80211,GH,197.251.189.0,197.251.177.231,Vodafone Ghana,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561311894349+0000)/,1.1.1.1,100,100,100,100
29614,Wireless80211,GH,197.251.189.0,197.251.177.231,Vodafone Ghana,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561311897556+0000)/,8.8.8.8,99,99,99,99
29614,Wireless80211,GH,197.251.189.0,197.251.177.231,Vodafone Ghana,ffe47ba1-4672-4ad9-84b0-430788c863d0,/Date(1561311900469+0000)/,9.9.9.9,5,5,6,5
37461,Wireless80211,GN,197.149.225.10,197.149.221.134,Orange Guinee,9517138c-232e-41dc-8de4-6192c5877c32,/Date(1561311897399+0000)/,1.1.1.1,,373,157,265
37461,Wireless80211,GN,197.149.225.10,197.149.221.134,Orange Guinee,9517138c-232e-41dc-8de4-6192c5877c32,/Date(1561311901303+0000)/,8.8.8.8,214,168,167,183
37461,Wireless80211,GN,197.149.225.10,197.149.221.134,Orange Guinee,9517138c-232e-41dc-8de4-6192c5877c32,/Date(1561311904935+0000)/,9.9.9.9,172,178,188,179
16058,Wireless80211,GA,41.158.1.163,154.116.119.238,Gabon-Telecom,76c87993-7f7e-4a33-ad05-bd95cb35052e,/Date(1561311909361+0000)/,1.1.1.1,,,,-1
16058,Wireless80211,GA,41.158.1.163,154.116.119.238,Gabon-Telecom,76c87993-7f7e-4a33-ad05-bd95cb35052e,/Date(1561311912899+0000)/,8.8.8.8,145,146,148,146
16058,Wireless80211,GA,41.158.1.163,154.116.119.238,Gabon-Telecom,76c87993-7f7e-4a33-ad05-bd95cb35052e,/Date(1561311916193+0000)/,9.9.9.9,148,146,146,146
37545,Ethernet,BI,41.79.227.136,41.79.224.10,BBSS,e078462a-e8dc-4d49-9d4f-14d72fee451b,/Date(1561311911955+0000)/,1.1.1.1,76,76,76,76
37545,Ethernet,BI,41.79.227.136,41.79.224.10,BBSS,e078462a-e8dc-4d49-9d4f-14d72fee451b,/Date(1561311915370+0000)/,8.8.8.8,30,30,30,30
37545,Ethernet,BI,41.79.227.136,41.79.224.10,BBSS,e078462a-e8dc-4d49-9d4f-14d72fee451b,/Date(1561311918234+0000)/,9.9.9.9,1,2,2,1
35017,adsl,DJ,,23.227.207.7,Swiftway Communications,d23a77bf-168b-40f9-99e2-34aae1711237,/Date(1561311912732+0000)/,1.1.1.1,148,254,147,183
35017,adsl,DJ,,23.227.207.7,Swiftway Communications,d23a77bf-168b-40f9-99e2-34aae1711237,/Date(1561311913128+0000)/,8.8.8.8,278,147,236,220
35017,adsl,DJ,,23.227.207.7,Swiftway Communications,d23a77bf-168b-40f9-99e2-34aae1711237,/Date(1561311913708+0000)/,9.9.9.9,274,169,148,197
36903,WIFI,MA,81.192.17.26,160.177.7.26,Maroc Telecom ADSL,128b90b7-3353-41c2-9975-5461a4ca2044,/Date(1561311924551+0000)/,1.1.1.1,199,49,53,100
36903,WIFI,MA,81.192.17.86,41.248.110.13,Maroc Telecom,fbaf730a-9c40-4899-ab41-3250fa118c4e,/Date(1561311924555+0000)/,1.1.1.1,71,79,222,124
36903,WIFI,MA,81.192.17.90,105.157.171.63,Maroc Telecom,248bc782-f567-4c1d-9d24-22f38ddc9fb2,/Date(1561311924814+0000)/,1.1.1.1,72,78,79,76
36903,WIFI,MA,81.192.17.18,160.177.159.86,Maroc Telecom ADSL,41217420-5fc9-4598-aae2-c9d01051a6ce,/Date(1561311925565+0000)/,1.1.1.1,1657,658,294,869
36903,WIFI,MA,81.192.17.26,105.159.190.163,Maroc Telecom,502188cb-c145-4c79-a87e-5340c9031ffb,/Date(1561311925756+0000)/,1.1.1.1,154,1000,621,591
36903,WIFI,MA,81.192.17.26,41.248.21.218,Maroc Telecom,a6f62d82-451c-417f-8b35-5fe425c05cf9,/Date(1561311927973+0000)/,1.1.1.1,78,64,69,70
36903,WIFI,MA,81.192.17.86,196.64.33.36,Maroc Telecom,701bd70a-1e47-4221-8905-26009748cd68,/Date(1561311928402+0000)/,1.1.1.1,140,293,88,173
36903,WIFI,MA,81.192.17.82,105.155.133.108,Maroc Telecom,8b12c97e-0256-46da-a147-4a144b8b6337,/Date(1561311930791+0000)/,1.1.1.1,73,71,73,72
36903,WIFI,MA,81.192.17.90,160.178.12.8,Maroc Telecom ADSL,ee6a8cbb-373c-4b7b-89d6-49f527831a32,/Date(1561311933313+0000)/,1.1.1.1,53,62,60,58
36903,WIFI,MA,,105.158.129.133,Maroc Telecom,8b655e54-a699-4231-a1ad-6488c23d8c0b,/Date(1561311933487+0000)/,1.1.1.1,35,45,44,41
36925,WIFI,MA,197.230.202.131,196.121.46.62,Orange Morocco,90050810-117a-42d7-b53a-814cdde58c53,/Date(1561311923896+0000)/,8.8.8.8,134,84,83,100
36903,WIFI,MA,81.192.17.18,41.140.184.56,Maroc Telecom,7da1f99b-9ff7-481b-8014-a0d1e0a62a49,/Date(1561311924595+0000)/,8.8.8.8,88,77,77,80
36903,WIFI,MA,81.192.17.82,41.141.180.120,Maroc Telecom,f0a27fbf-8e7e-4315-9d43-73946205f424,/Date(1561311927090+0000)/,8.8.8.8,26,37,37,33
36903,Ethernet,MA,81.192.21.50,41.249.83.197,Maroc Telecom,2c0ee6f1-ac2b-4295-8e47-9a016898c5a7,/Date(1561311928007+0000)/,8.8.8.8,22,22,22,22
36903,WIFI,MA,81.192.17.18,41.249.240.163,Maroc Telecom,efacbb7b-fbcb-4d48-b3b8-9b2c8e7bf0da,/Date(1561311929900+0000)/,8.8.8.8,92,36,36,54
36903,WIFI,MA,81.192.17.90,196.65.21.121,Maroc Telecom,24b96608-66f3-42a6-9079-cb0ca2457862,/Date(1561311930626+0000)/,8.8.8.8,64,74,76,71
36903,WIFI,MA,81.192.17.26,41.250.236.232,Maroc Telecom,27f83e6d-f926-4552-a41a-133f6ae0279d,/Date(1561311934372+0000)/,8.8.8.8,47,32,40,39
36903,WIFI,MA,172.253.14.2,41.141.88.43,Maroc Telecom,b1d9e9ae-4d1d-461d-a6aa-cb93d9e96397,/Date(1561311936150+0000)/,8.8.8.8,266,50,248,188
36903,WIFI,MA,,41.251.11.85,Maroc Telecom,32c9d3bc-403c-4ce8-ac36-372d2c92d380,/Date(1561311936375+0000)/,8.8.8.8,74,89,88,83
6713,adsl,MA,,41.143.229.67,Maroc Telecom,fc43685a-c9b1-4b71-988f-09d4122a3d54,/Date(1561311938065+0000)/,8.8.8.8,60,58,58,58
36903,fiber,MA,,41.141.190.165,Maroc Telecom,861da993-58de-4234-bb26-2d4e30693130,/Date(1561311923081+0000)/,9.9.9.9,65,66,66,65
36903,WIFI,MA,81.192.17.86,41.251.171.196,Maroc Telecom,45f6d83f-e4ed-4b2b-82c1-fb2d567f3ef1,/Date(1561311924064+0000)/,9.9.9.9,88,136,86,103
36903,WIFI,MA,81.192.17.82,41.251.173.111,Maroc Telecom,ff69616f-c897-4d4e-94c8-777aa756a03e,/Date(1561311926112+0000)/,9.9.9.9,113,109,124,115
36903,WIFI,MA,81.192.17.86,160.177.93.42,Maroc Telecom ADSL,cd0a2ee1-844b-4220-b5a3-ae8124276771,/Date(1561311926240+0000)/,9.9.9.9,75,82,82,79
36903,WIFI,MA,81.192.17.82,160.176.98.218,Maroc Telecom ADSL,c11a8c62-7200-42c0-8436-caba0ab015ce,/Date(1561311926691+0000)/,9.9.9.9,67,81,66,71
36903,WIFI,MA,81.192.17.86,160.177.135.173,Maroc Telecom ADSL,20d60d17-11b6-4738-be4a-0c01038e13a8,/Date(1561311928346+0000)/,9.9.9.9,295,583,210,362
36903,Wireless80211,MA,81.192.17.86,196.206.136.28,Maroc Telecom,be49f85e-b899-464b-8c7b-45749ee558d6,/Date(1561311929144+0000)/,9.9.9.9,193,89,118,133
36903,WIFI,MA,81.192.17.86,196.64.37.20,Maroc Telecom,fa8c1af0-6007-40d1-b53b-828a86a6d000,/Date(1561311929343+0000)/,9.9.9.9,88,101,101,96
36903,WIFI,MA,81.192.17.86,105.159.229.30,Maroc Telecom,c0d016ae-ac7b-4c8f-9639-2695a55527aa,/Date(1561311931375+0000)/,9.9.9.9,74,84,79,79
36903,WIFI,MA,81.192.17.82,196.75.150.252,Maroc Telecom,07144745-1b43-4eed-a0f7-8a75dbca89c1,/Date(1561311953619+0000)/,9.9.9.9,90,83,93,88
37705,WIFI,TN,102.159.206.0,102.159.206.14,TOPNET,8586059e-db3c-4838-ac24-76965b8b92d1,/Date(1561311926760+0000)/,1.1.1.1,71,69,68,69
37705,WIFI,TN,172.253.12.4,197.0.142.124,TOPNET,061b8103-366f-40a2-ad3a-1c4e0907c216,/Date(1561311928486+0000)/,1.1.1.1,178,185,195,186
37705,WIFI,TN,172.253.14.2,102.158.10.245,TOPNET,afacf812-15fa-42aa-951e-57a45cd7e798,/Date(1561311930663+0000)/,1.1.1.1,37,36,37,36
37693,WIFI,TN,41.228.41.41,102.169.217.23,Ooredoo Tunisia,3c567f7b-44be-43f2-9bc4-9620b5f2d216,/Date(1561311931641+0000)/,1.1.1.1,69,46,45,53
37705,WIFI,TN,172.253.11.4,102.159.204.3,TOPNET,6d9453b7-1301-458e-be6b-8673e6b52078,/Date(1561311933234+0000)/,1.1.1.1,61,66,66,64
37671,"Ethernet,Tunnel",TN,193.95.59.25,41.225.48.132,Globalnet,c18e2619-e1b3-4bf3-9dd7-519994f05512,/Date(1561311936369+0000)/,1.1.1.1,83,84,211,126
37705,Wireless80211,TN,41.226.16.50,197.0.42.76,TOPNET,ac5fb6bd-e58f-4b55-9ffa-583939c5cc01,/Date(1561311936623+0000)/,1.1.1.1,54,52,52,52
37705,Ethernet,TN,197.0.65.0,197.0.65.8,TOPNET,3677b0e3-d8e9-4023-a94a-97c656f31f07,/Date(1561311936638+0000)/,1.1.1.1,140,136,142,139
37705,WIFI,TN,172.253.11.3,102.157.38.177,TOPNET,701810a4-5a3c-47a6-8cb0-bf868faf1d82,/Date(1561311936770+0000)/,1.1.1.1,104,90,96,96
37705,WIFI,TN,102.159.179.0,102.159.179.43,TOPNET,ea63c9f0-57b3-4d5d-a534-774c08b43b07,/Date(1561311938926+0000)/,1.1.1.1,43,53,41,45
37705,WIFI,TN,172.253.12.1,197.2.253.251,TOPNET,99765873-08da-4194-95bb-736fc112b6cc,/Date(1561311928341+0000)/,8.8.8.8,39,51,49,46
37705,WIFI,TN,102.159.179.0,102.159.179.43,TOPNET,ea63c9f0-57b3-4d5d-a534-774c08b43b07,/Date(1561311929779+0000)/,8.8.8.8,43,40,51,44
37671,"Ethernet,Tunnel",TN,193.95.59.25,41.225.48.132,Globalnet,c18e2619-e1b3-4bf3-9dd7-519994f05512,/Date(1561311932542+0000)/,8.8.8.8,285,118,50,151
2609,WIFI,TN,197.3.137.0,197.3.137.79,TOPNET,cac9fd9b-9da1-4e4d-905d-1731b68c216a,/Date(1561311932938+0000)/,8.8.8.8,204,44,34,94
37705,WIFI,TN,197.2.39.0,197.2.39.169,TOPNET,3d52dab4-0378-4108-870b-34e1d79a6706,/Date(1561311934078+0000)/,8.8.8.8,45,54,52,50
37492,WIFI,TN,197.26.8.36,196.229.167.93,Orange Tunisie,1eabcaa1-ca96-4e5d-9022-e366b1eb9474,/Date(1561311934913+0000)/,8.8.8.8,64,64,63,63
2609,WIFI,TN,41.227.192.0,41.227.173.48,Hexabyte,c9cd4f61-9d2b-44bf-af8d-be858ce0475a,/Date(1561311938639+0000)/,8.8.8.8,66,69,68,67
37705,WIFI,TN,102.158.15.0,102.158.15.150,TOPNET,655a26fd-684e-4cdd-a438-8159f62d1576,/Date(1561311941043+0000)/,8.8.8.8,39,66,63,56
37705,WIFI,TN,172.253.12.4,197.0.142.124,TOPNET,061b8103-366f-40a2-ad3a-1c4e0907c216,/Date(1561311944012+0000)/,8.8.8.8,147,133,127,135
2609,WIFI,TN,41.230.84.0,41.230.84.50,TOPNET,2236d354-f0a1-46ee-83c6-b705514e42f1,/Date(1561311945615+0000)/,8.8.8.8,60,64,58,60
37705,WIFI,TN,102.158.15.0,102.158.15.150,TOPNET,655a26fd-684e-4cdd-a438-8159f62d1576,/Date(1561311929577+0000)/,9.9.9.9,65,138,165,122
2609,WIFI,TN,41.227.192.0,41.227.173.48,Hexabyte,c9cd4f61-9d2b-44bf-af8d-be858ce0475a,/Date(1561311929916+0000)/,9.9.9.9,78,79,80,79
37492,WIFI,TN,197.26.8.36,196.229.167.93,Orange Tunisie,1eabcaa1-ca96-4e5d-9022-e366b1eb9474,/Date(1561311930877+0000)/,9.9.9.9,73,71,87,77
37705,WIFI,TN,172.253.12.1,197.2.253.251,TOPNET,99765873-08da-4194-95bb-736fc112b6cc,/Date(1561311933582+0000)/,9.9.9.9,80,86,79,81
2609,WIFI,TN,,41.230.113.175,TOPNET,4fd73591-0dc6-4f27-ad58-a9e770086b2f,/Date(1561311934435+0000)/,9.9.9.9,228,238,138,201
2609,WIFI,TN,197.3.137.0,197.3.137.79,TOPNET,cac9fd9b-9da1-4e4d-905d-1731b68c216a,/Date(1561311939206+0000)/,9.9.9.9,129,67,59,85
2609,WIFI,TN,193.95.57.24,41.227.46.120,Globalnet,5fb54aa2-05ff-4d9b-a6ce-fde1fda71a12,/Date(1561311940457+0000)/,9.9.9.9,73,87,72,77
37492,WIFI,TN,197.26.8.36,196.235.132.6,Orange Tunisie,59c1aa1f-4d99-4ffa-ae95-42f22769fcd4,/Date(1561311944368+0000)/,9.9.9.9,1348,74,85,502
37705,WIFI,TN,197.2.39.0,197.2.39.169,TOPNET,3d52dab4-0378-4108-870b-34e1d79a6706,/Date(1561311944853+0000)/,9.9.9.9,75,84,79,79
2609,WIFI,TN,41.230.84.0,41.230.84.50,TOPNET,2236d354-f0a1-46ee-83c6-b705514e42f1,/Date(1561311946006+0000)/,9.9.9.9,87,83,82,84
37203,Unknown,LR,,164.160.8.87,PowerNet Liberia,25707c2f-685b-4d41-bd3a-d23d5939a48d,/Date(1561311926634+0000)/,1.1.1.1,91,91,89,90
37203,Unknown,LR,,164.160.8.87,PowerNet Liberia,25707c2f-685b-4d41-bd3a-d23d5939a48d,/Date(1561311927182+0000)/,8.8.8.8,116,113,114,114
37203,Unknown,LR,,164.160.8.87,PowerNet Liberia,25707c2f-685b-4d41-bd3a-d23d5939a48d,/Date(1561311927540+0000)/,9.9.9.9,116,116,117,116
36920,Unknown,NG,,197.157.219.44,KKON,52af3852-f90e-4716-afb5-839d8bf7da71,/Date(1561311933671+0000)/,1.1.1.1,104,104,105,104
20278,fiber,NG,,78.129.233.100,Nexeon Technologies,f9a1c7bd-60db-4498-a3ea-ea8a580124ee,/Date(1561311934227+0000)/,1.1.1.1,187,371,367,308
29465,WIFI,NG,197.210.60.0,197.210.28.219,MTN Nigeria,73f029ec-4b09-49f6-9e24-6e910b01d7c1,/Date(1561311936441+0000)/,1.1.1.1,65,75,75,71
37148,Wireless80211,NG,129.205.112.254,41.203.78.221,globacom,2a0a1aa1-191f-4496-acea-ce8fd6967b47,/Date(1561311937429+0000)/,1.1.1.1,66,128,74,89
36920,Unknown,NG,,197.157.219.44,KKON,52af3852-f90e-4716-afb5-839d8bf7da71,/Date(1561311934083+0000)/,8.8.8.8,111,112,112,111
20278,fiber,NG,,78.129.233.100,Nexeon Technologies,f9a1c7bd-60db-4498-a3ea-ea8a580124ee,/Date(1561311934759+0000)/,8.8.8.8,369,349,386,368
29465,WIFI,NG,197.210.60.0,197.210.28.219,MTN Nigeria,73f029ec-4b09-49f6-9e24-6e910b01d7c1,/Date(1561311936959+0000)/,8.8.8.8,66,74,74,71
37148,Wireless80211,NG,129.205.112.254,41.203.78.221,globacom,2a0a1aa1-191f-4496-acea-ce8fd6967b47,/Date(1561311941210+0000)/,8.8.8.8,50,59,66,58
36920,Unknown,NG,,197.157.219.44,KKON,52af3852-f90e-4716-afb5-839d8bf7da71,/Date(1561311934613+0000)/,9.9.9.9,107,103,108,106
20278,fiber,NG,,78.129.233.100,Nexeon Technologies,f9a1c7bd-60db-4498-a3ea-ea8a580124ee,/Date(1561311935015+0000)/,9.9.9.9,366,361,323,350
29465,WIFI,NG,197.210.60.0,197.210.28.219,MTN Nigeria,73f029ec-4b09-49f6-9e24-6e910b01d7c1,/Date(1561311936431+0000)/,9.9.9.9,51,69,65,61
37148,Wireless80211,NG,129.205.112.254,41.203.78.221,globacom,2a0a1aa1-191f-4496-acea-ce8fd6967b47,/Date(1561311944596+0000)/,9.9.9.9,72,85,54,70
8346,WIFI,SN,213.154.64.5,154.124.173.20,SONATEL Societe Nationale Des Telecommunications D,e0ca2c95-c60b-4b40-896e-a423f58b033b,/Date(1561311940060+0000)/,1.1.1.1,110,297,216,207
8346,Wireless80211,SN,41.208.148.120,154.125.167.47,SONATEL Societe Nationale Des Telecommunications D,868ac648-3271-42f1-a936-e77b170b833f,/Date(1561311940759+0000)/,1.1.1.1,313,314,318,315
8346,WIFI,SN,,154.125.88.125,BNGMED1orange,4ae5e129-505b-43e3-beab-d15fe25ec485,/Date(1561311959952+0000)/,1.1.1.1,77,82,81,80
8346,WIFI,SN,213.154.64.5,154.124.173.20,SONATEL Societe Nationale Des Telecommunications D,e0ca2c95-c60b-4b40-896e-a423f58b033b,/Date(1561311940230+0000)/,8.8.8.8,113,304,223,213
8346,Wireless80211,SN,41.208.148.120,154.125.167.47,SONATEL Societe Nationale Des Telecommunications D,868ac648-3271-42f1-a936-e77b170b833f,/Date(1561311946615+0000)/,8.8.8.8,315,329,329,324
8346,WIFI,SN,,154.125.88.125,BNGMED1orange,4ae5e129-505b-43e3-beab-d15fe25ec485,/Date(1561311960088+0000)/,8.8.8.8,88,87,82,85
8346,WIFI,SN,213.154.64.5,154.124.173.20,SONATEL Societe Nationale Des Telecommunications D,e0ca2c95-c60b-4b40-896e-a423f58b033b,/Date(1561311940206+0000)/,9.9.9.9,124,260,290,224
8346,Wireless80211,SN,41.208.148.120,154.125.167.47,SONATEL Societe Nationale Des Telecommunications D,868ac648-3271-42f1-a936-e77b170b833f,/Date(1561311952509+0000)/,9.9.9.9,343,344,344,343
8346,WIFI,SN,,154.125.88.125,BNGMED1orange,4ae5e129-505b-43e3-beab-d15fe25ec485,/Date(1561311959953+0000)/,9.9.9.9,96,95,104,98
30844,fiber,KE,,41.72.207.30,Liquid Telecommunications Operations Limited,06f758af-a1be-4fa0-9c9d-506c471af39f,/Date(1561311941290+0000)/,1.1.1.1,57,57,57,57
15399,WIFI,KE,172.253.14.1,196.207.132.218,Wananchi Group Kenya,d1d3c909-435e-4822-932c-9fd550fea7fe,/Date(1561311943646+0000)/,1.1.1.1,19,22,294,111
33771,Wireless80211,KE,41.203.211.3,41.80.220.59,Safaricom,be2fc4c8-97e8-4671-be8f-b7ac6e9e7492,/Date(1561311953188+0000)/,1.1.1.1,,,,-1
30844,fiber,KE,,41.72.207.30,Liquid Telecommunications Operations Limited,06f758af-a1be-4fa0-9c9d-506c471af39f,/Date(1561311941733+0000)/,8.8.8.8,7,7,7,7
37061,fiber,KE,,41.90.12.114,Safaricom,a4be008c-815b-4861-83ce-118965889591,/Date(1561311941871+0000)/,8.8.8.8,4,4,4,4
15399,WIFI,KE,172.253.14.1,196.207.132.218,Wananchi Group Kenya,d1d3c909-435e-4822-932c-9fd550fea7fe,/Date(1561311944464+0000)/,8.8.8.8,17,83,20,40
33771,Wireless80211,KE,41.203.211.3,41.80.220.59,Safaricom,be2fc4c8-97e8-4671-be8f-b7ac6e9e7492,/Date(1561311953189+0000)/,8.8.8.8,10,10,10,10
30844,fiber,KE,,41.72.207.30,Liquid Telecommunications Operations Limited,06f758af-a1be-4fa0-9c9d-506c471af39f,/Date(1561311942206+0000)/,9.9.9.9,9,9,9,9
37061,fiber,KE,,41.90.12.114,Safaricom,a4be008c-815b-4861-83ce-118965889591,/Date(1561311942337+0000)/,9.9.9.9,50,50,49,49
15399,WIFI,KE,172.253.14.1,196.207.132.218,Wananchi Group Kenya,d1d3c909-435e-4822-932c-9fd550fea7fe,/Date(1561311943932+0000)/,9.9.9.9,17,20,23,20
33771,Wireless80211,KE,41.203.211.3,41.80.220.59,Safaricom,be2fc4c8-97e8-4671-be8f-b7ac6e9e7492,/Date(1561311956771+0000)/,9.9.9.9,59,58,55,57
37054,Wireless80211,MG,41.188.60.59,154.126.9.128,Telecom-Malagasy,3128073b-0ec5-4e7f-b1e1-85e99b36379b,/Date(1561311943689+0000)/,1.1.1.1,72,68,66,68
37054,Wireless80211,MG,41.188.60.59,154.126.9.128,Telecom-Malagasy,3128073b-0ec5-4e7f-b1e1-85e99b36379b,/Date(1561311947587+0000)/,8.8.8.8,22,21,24,22
37054,Wireless80211,MG,41.188.60.59,154.126.9.128,Telecom-Malagasy,3128073b-0ec5-4e7f-b1e1-85e99b36379b,/Date(1561311951084+0000)/,9.9.9.9,27,28,22,25
23889,Unknown,MU,,102.112.61.22,MauritiusTelecom,cc5fe38c-36f6-4b4e-9b32-a9d674adc9cf,/Date(1561311945029+0000)/,8.8.8.8,37,39,37,37
23889,Unknown,MU,,102.112.61.22,MauritiusTelecom,cc5fe38c-36f6-4b4e-9b32-a9d674adc9cf,/Date(1561311945560+0000)/,9.9.9.9,2,2,2,2
21351,Unknown,RE,,78.129.233.100,Mediaserv,7f5b2006-2507-483a-95e9-74ac40bd5a9b,/Date(1561311949494+0000)/,1.1.1.1,30,30,30,30
21351,Unknown,RE,,78.129.233.100,Mediaserv,7f5b2006-2507-483a-95e9-74ac40bd5a9b,/Date(1561311950000+0000)/,8.8.8.8,74,75,75,74
21351,Unknown,RE,,78.129.233.100,Mediaserv,7f5b2006-2507-483a-95e9-74ac40bd5a9b,/Date(1561311950680+0000)/,9.9.9.9,236,235,236,235
